Owner        Size       Last_Modify_Time Name                                              
lchen          249.23M  Jan 03  2017     /archbkup/rcpbkup/done.20170101/31010109301001.vax
lchen          292.67M  Jan 03  2017     /archbkup/rcpbkup/done.20170101/31010110001031.vax
lchen          360.99M  Jan 03  2017     /archbkup/rcpbkup/done.20170101/31010110301102.vax
lchen          433.88M  Jan 03  2017     /archbkup/rcpbkup/done.20170101/31010111001132.vax
lchen          404.13M  Jan 03  2017     /archbkup/rcpbkup/done.20170101/31010111301202.vax
lchen          400.74M  Jan 03  2017     /archbkup/rcpbkup/done.20170101/31010112001232.vax
lchen          412.55M  Jan 03  2017     /archbkup/rcpbkup/done.20170101/31010112301302.vax
lchen          324.85M  Jan 03  2017     /archbkup/rcpbkup/done.20170101/31010113001332.vax
informix     86553.00M  Oct 06  00:11    /livebkup/ipdb_bkup_L0.201710060001               


HOST[ifx01] Total Large File Size:         573258.74M


